date,precipitation_sum,precipitation_hours,temperature_2m_max,temperature_2m_min,wind_speed_10m_max,et0_fao_evapotranspiration,river_discharge,location,state,latitude,longitude,flood_site,flood_occurred,rain_3d_sum,rain_7d_sum,rain_14d_sum,discharge_lag1,discharge_lag3,temp_range
2019-05-21,6.1,12.0,29.8,24.4,11.4,2.68,1576.61,Makurdi,Benue,7.7337,8.5227,1,0,15.899999999999997,40.39999999999999,54.6,1728.82,1895.71,5.400000000000002
2019-05-22,0.0,0.0,33.0,24.4,9.4,3.97,1509.08,Makurdi,Benue,7.7337,8.5227,1,0,15.899999999999997,24.999999999999996,53.9,1576.61,1878.32,8.600000000000001
2019-05-23,0.1,1.0,32.8,25.5,15.0,4.65,1519.55,Makurdi,Benue,7.7337,8.5227,1,0,6.199999999999996,17.899999999999995,54.0,1509.08,1728.82,7.299999999999997
2019-05-24,0.5,2.0,31.5,25.9,14.5,2.97,1569.36,Makurdi,Benue,7.7337,8.5227,1,0,0.5999999999999964,17.599999999999994,51.2,1519.55,1576.61,5.600000000000001
2019-05-25,6.2,10.0,32.5,25.5,15.0,3.82,1628.3,Makurdi,Benue,7.7337,8.5227,1,0,6.799999999999996,22.699999999999996,53.6,1569.36,1509.08,7.0
2019-05-26,10.6,9.0,31.9,25.0,12.5,3.44,1654.77,Makurdi,Benue,7.7337,8.5227,1,0,17.299999999999997,33.3,64.1,1628.3,1519.55,6.899999999999999
2019-05-27,0.0,0.0,32.3,24.5,14.5,4.18,1802.02,Makurdi,Benue,7.7337,8.5227,1,0,16.799999999999997,23.499999999999993,57.900000000000006,1654.77,1569.36,7.799999999999997
2019-05-28,4.8,4.0,32.8,25.2,20.0,4.48,2050.16,Makurdi,Benue,7.7337,8.5227,1,0,15.399999999999995,22.199999999999992,62.6,1802.02,1628.3,7.599999999999998
2019-05-29,0.1,1.0,30.9,25.0,13.1,3.33,2088.3,Makurdi,Benue,7.7337,8.5227,1,0,4.899999999999994,22.299999999999994,47.300000000000004,2050.16,1654.77,5.899999999999999
2019-05-30,4.7,10.0,30.2,25.0,13.6,3.08,2102.78,Makurdi,Benue,7.7337,8.5227,1,0,9.599999999999994,26.89999999999999,44.8,2088.3,1802.02,5.199999999999999
2019-05-31,0.7,4.0,31.8,24.9,15.8,4.09,2337.84,Makurdi,Benue,7.7337,8.5227,1,0,5.499999999999995,27.099999999999994,44.7,2102.78,2050.16,6.900000000000002
2019-06-01,0.8,6.0,30.8,24.9,13.2,3.8,2734.27,Makurdi,Benue,7.7337,8.5227,1,0,6.199999999999995,21.699999999999996,44.4,2337.84,2088.3,5.900000000000002
2019-06-02,3.1,6.0,31.1,24.3,10.3,4.11,3132.29,Makurdi,Benue,7.7337,8.5227,1,0,4.599999999999994,14.199999999999992,47.5,2734.27,2102.78,6.800000000000001
2019-06-03,0.2,2.0,32.1,25.1,10.2,4.36,2998.16,Makurdi,Benue,7.7337,8.5227,1,0,4.099999999999994,14.399999999999993,37.900000000000006,3132.29,2337.84,7.0
2019-06-04,8.8,8.0,32.2,25.6,11.1,3.98,2623.22,Makurdi,Benue,7.7337,8.5227,1,0,12.099999999999994,18.399999999999995,40.6,2998.16,2734.27,6.600000000000001
2019-06-05,16.4,17.0,29.2,24.5,13.4,2.9,2305.75,Makurdi,Benue,7.7337,8.5227,1,0,25.39999999999999,34.69999999999999,57.0,2623.22,3132.29,4.699999999999999
2019-06-06,20.6,18.0,26.1,23.8,11.2,1.23,2161.72,Makurdi,Benue,7.7337,8.5227,1,0,45.8,50.599999999999994,77.5,2305.75,2998.16,2.3000000000000007
2019-06-07,1.5,11.0,30.4,23.5,12.1,3.06,3068.02,Makurdi,Benue,7.7337,8.5227,1,0,38.499999999999986,51.39999999999999,78.5,2161.72,2623.22,6.899999999999999
2019-06-08,10.1,16.0,27.5,23.5,12.3,1.91,4612.18,Makurdi,Benue,7.7337,8.5227,1,0,32.19999999999999,60.699999999999996,82.39999999999999,3068.02,2305.75,4.0
2019-06-09,2.6,9.0,30.9,23.2,9.9,3.65,4538.42,Makurdi,Benue,7.7337,8.5227,1,0,14.199999999999989,60.199999999999996,74.4,4612.18,2161.72,7.699999999999999
2019-06-10,1.0,7.0,30.7,24.4,10.2,4.0,4206.27,Makurdi,Benue,7.7337,8.5227,1,0,13.699999999999989,61.0,75.4,4538.42,3068.02,6.300000000000001
2019-06-11,6.2,16.0,30.9,24.0,9.8,3.85,3766.04,Makurdi,Benue,7.7337,8.5227,1,0,9.79999999999999,58.39999999999999,76.80000000000001,4206.27,4612.18,6.899999999999999
2019-06-12,9.5,14.0,29.5,23.5,9.8,2.76,3302.7,Makurdi,Benue,7.7337,8.5227,1,0,16.69999999999999,51.49999999999999,86.2,3766.04,4538.42,6.0
2019-06-13,1.1,9.0,30.0,24.5,10.2,3.81,3089.3,Makurdi,Benue,7.7337,8.5227,1,0,16.79999999999999,31.999999999999993,82.6,3302.7,4206.27,5.5
2019-06-14,0.1,1.0,29.5,24.0,12.8,2.7,3132.29,Makurdi,Benue,7.7337,8.5227,1,0,10.699999999999989,30.599999999999994,82.0,3089.3,3766.04,5.5
2019-06-15,0.4,2.0,30.4,24.5,10.8,3.46,3348.66,Makurdi,Benue,7.7337,8.5227,1,0,1.5999999999999894,20.89999999999999,81.6,3132.29,3302.7,5.899999999999999
2019-06-16,1.3,8.0,31.0,24.9,10.9,3.96,3596.49,Makurdi,Benue,7.7337,8.5227,1,0,1.7999999999999894,19.599999999999994,79.8,3348.66,3089.3,6.100000000000001
2019-06-17,0.2,2.0,32.2,24.5,14.1,3.78,3638.15,Makurdi,Benue,7.7337,8.5227,1,0,1.8999999999999893,18.799999999999994,79.8,3596.49,3132.29,7.700000000000003
2019-06-18,0.0,0.0,32.8,24.8,12.2,4.02,3547.13,Makurdi,Benue,7.7337,8.5227,1,0,1.4999999999999893,12.599999999999993,71.0,3638.15,3348.66,7.9999999999999964
2019-06-19,0.5,2.0,33.3,25.6,13.4,4.44,3403.08,Makurdi,Benue,7.7337,8.5227,1,0,0.6999999999999893,3.599999999999993,55.1,3547.13,3596.49,7.699999999999996
2019-06-20,8.9,12.0,30.5,24.1,16.3,3.11,3220.07,Makurdi,Benue,7.7337,8.5227,1,0,9.39999999999999,11.399999999999993,43.4,3403.08,3638.15,6.399999999999999
2019-06-21,0.2,2.0,30.4,24.9,11.2,2.6,3154.01,Makurdi,Benue,7.7337,8.5227,1,0,9.599999999999989,11.499999999999993,42.1,3220.07,3547.13,5.5
2019-06-22,0.0,0.0,31.0,24.9,11.7,3.34,3264.88,Makurdi,Benue,7.7337,8.5227,1,0,9.099999999999989,11.099999999999993,32.0,3154.01,3403.08,6.100000000000001
2019-06-23,0.6,5.0,32.7,24.6,16.3,4.4,3257.37,Makurdi,Benue,7.7337,8.5227,1,0,0.7999999999999894,10.399999999999993,30.0,3264.88,3220.07,8.100000000000001
2019-06-24,2.7,8.0,29.4,24.6,13.0,2.55,3060.96,Makurdi,Benue,7.7337,8.5227,1,0,3.2999999999999896,12.899999999999993,31.700000000000003,3257.37,3154.01,4.799999999999997
2019-06-25,0.4,4.0,30.4,23.9,13.0,3.38,2998.16,Makurdi,Benue,7.7337,8.5227,1,0,3.6999999999999895,13.299999999999994,25.9,3060.96,3264.88,6.5
2019-06-26,3.2,12.0,28.9,23.4,11.8,2.93,3205.27,Makurdi,Benue,7.7337,8.5227,1,0,6.29999999999999,15.999999999999993,19.599999999999998,2998.16,3257.37,5.5
2019-06-27,0.5,5.0,29.9,23.0,10.3,3.81,3317.94,Makurdi,Benue,7.7337,8.5227,1,0,4.099999999999989,7.5999999999999925,19.0,3205.27,3060.96,6.899999999999999
2019-06-28,0.8,2.0,30.2,23.9,12.9,4.12,3325.6,Makurdi,Benue,7.7337,8.5227,1,0,4.499999999999989,8.199999999999992,19.7,3317.94,2998.16,6.300000000000001
2019-06-29,0.3,3.0,32.0,24.1,10.4,4.02,3287.52,Makurdi,Benue,7.7337,8.5227,1,0,1.5999999999999894,8.499999999999993,19.6,3325.6,3205.27,7.899999999999999
2019-06-30,5.2,10.0,30.6,24.6,15.8,3.96,3175.87,Makurdi,Benue,7.7337,8.5227,1,0,6.29999999999999,13.099999999999994,23.5,3287.52,3317.94,6.0
2019-07-01,10.9,7.0,31.5,24.5,13.5,3.71,3032.89,Makurdi,Benue,7.7337,8.5227,1,0,16.399999999999988,21.299999999999994,34.2,3175.87,3325.6,7.0
2019-07-02,5.3,8.0,29.9,24.2,12.0,2.99,3012.01,Makurdi,Benue,7.7337,8.5227,1,0,21.399999999999988,26.199999999999992,39.5,3032.89,3287.52,5.699999999999999
2019-07-03,2.3,7.0,30.5,24.5,13.0,4.02,3110.72,Makurdi,Benue,7.7337,8.5227,1,0,18.499999999999986,25.29999999999999,41.3,3012.01,3175.87,6.0
2019-07-04,9.4,18.0,30.5,24.2,11.2,3.49,3295.1,Makurdi,Benue,7.7337,8.5227,1,0,16.999999999999986,34.19999999999999,41.800000000000004,3110.72,3032.89,6.300000000000001
2019-07-05,19.7,16.0,28.6,24.0,12.0,2.63,3663.37,Makurdi,Benue,7.7337,8.5227,1,0,31.399999999999988,53.099999999999994,61.3,3295.1,3012.01,4.600000000000001
2019-07-06,0.4,2.0,31.2,24.2,9.1,3.54,4344.1,Makurdi,Benue,7.7337,8.5227,1,0,29.499999999999986,53.19999999999999,61.699999999999996,3663.37,3110.72,7.0
2019-07-07,9.0,12.0,30.8,24.3,16.8,3.97,4708.77,Makurdi,Benue,7.7337,8.5227,1,0,29.099999999999987,56.99999999999999,70.1,4344.1,3295.1,6.5
2019-07-08,7.3,15.0,26.6,24.1,15.9,2.13,4274.63,Makurdi,Benue,7.7337,8.5227,1,0,16.69999999999999,53.4,74.69999999999999,4708.77,3663.37,2.5
2019-07-09,63.7,14.0,29.0,23.0,11.1,2.28,4654.86,Makurdi,Benue,7.7337,8.5227,1,0,80.0,111.8,138.0,4274.63,4344.1,6.0
2019-07-10,1.8,9.0,30.4,24.0,9.4,3.3,5740.17,Makurdi,Benue,7.7337,8.5227,1,0,72.8,111.3,136.6,4654.86,4708.77,6.399999999999999
2019-07-11,16.9,22.0,26.8,23.3,12.3,2.06,5700.64,Makurdi,Benue,7.7337,8.5227,1,0,82.39999999999999,118.8,153.0,5740.17,4274.63,3.5
2019-07-12,8.9,17.0,28.2,22.5,13.7,2.47,5198.96,Makurdi,Benue,7.7337,8.5227,1,0,27.599999999999987,107.99999999999999,161.1,5700.64,4654.86,5.699999999999999
2019-07-13,0.8,7.0,29.6,23.0,8.6,4.02,4999.34,Makurdi,Benue,7.7337,8.5227,1,0,26.599999999999984,108.4,161.6,5198.96,5740.17,6.600000000000001
2019-07-14,1.8,9.0,29.6,23.6,11.5,3.55,4930.74,Makurdi,Benue,7.7337,8.5227,1,0,11.499999999999986,101.2,158.20000000000002,4999.34,5700.64,6.0
2019-07-15,11.4,8.0,30.2,22.6,16.0,3.73,4763.31,Makurdi,Benue,7.7337,8.5227,1,0,13.999999999999986,105.3,158.7,4930.74,5198.96,7.599999999999998
2019-07-16,2.0,6.0,30.6,24.0,12.3,3.89,4829.59,Makurdi,Benue,7.7337,8.5227,1,0,15.199999999999985,43.599999999999994,155.39999999999998,4763.31,4999.34,6.600000000000001
2019-07-17,0.0,0.0,31.4,24.4,12.1,4.85,4730.51,Makurdi,Benue,7.7337,8.5227,1,0,13.399999999999986,41.8,153.1,4829.59,4930.74,7.0
2019-07-18,12.2,16.0,29.6,24.0,14.5,3.28,4414.7,Makurdi,Benue,7.7337,8.5227,1,0,14.199999999999985,37.099999999999994,155.9,4730.51,4763.31,5.600000000000001
2019-07-19,15.0,13.0,25.9,23.1,11.3,1.44,4569.88,Makurdi,Benue,7.7337,8.5227,1,0,27.199999999999985,43.199999999999996,151.20000000000002,4414.7,4829.59,2.799999999999997
2019-07-20,3.0,14.0,28.8,23.5,12.1,3.53,6697.85,Makurdi,Benue,7.7337,8.5227,1,0,30.199999999999985,45.39999999999999,153.8,4569.88,4730.51,5.300000000000001
2019-07-21,0.0,0.0,30.3,23.0,13.8,3.9,7463.49,Makurdi,Benue,7.7337,8.5227,1,0,17.999999999999986,43.599999999999994,144.8,6697.85,4414.7,7.300000000000001
2019-07-22,10.9,15.0,29.1,23.4,11.2,3.33,6236.35,Makurdi,Benue,7.7337,8.5227,1,0,13.899999999999986,43.099999999999994,148.4,7463.49,4569.88,5.700000000000003
2019-07-23,9.0,14.0,28.6,23.1,13.8,3.82,5369.32,Makurdi,Benue,7.7337,8.5227,1,0,19.899999999999984,50.099999999999994,93.7,6236.35,6697.85,5.5
2019-07-24,1.1,9.0,30.4,23.6,8.7,4.28,4987.84,Makurdi,Benue,7.7337,8.5227,1,0,20.999999999999986,51.199999999999996,93.0,5369.32,7463.49,6.799999999999997
2019-07-25,18.1,16.0,27.0,23.8,11.0,2.13,4708.77,Makurdi,Benue,7.7337,8.5227,1,0,28.19999999999999,57.099999999999994,94.2,4987.84,6236.35,3.1999999999999993
2019-07-26,11.1,14.0,29.2,23.6,11.8,3.31,4435.09,Makurdi,Benue,7.7337,8.5227,1,0,30.29999999999999,53.199999999999996,96.4,4708.77,5369.32,5.599999999999998
2019-07-27,0.8,5.0,30.0,23.3,14.3,3.51,4304.27,Makurdi,Benue,7.7337,8.5227,1,0,29.999999999999986,50.99999999999999,96.4,4435.09,4987.84,6.699999999999999
2019-07-28,18.0,19.0,28.9,23.5,11.4,3.07,4527.97,Makurdi,Benue,7.7337,8.5227,1,0,29.899999999999984,69.0,112.60000000000001,4304.27,4708.77,5.399999999999999
2019-07-29,8.6,15.0,29.5,23.1,10.6,2.81,5873.89,Makurdi,Benue,7.7337,8.5227,1,0,27.399999999999984,66.69999999999999,109.8,4527.97,4435.09,6.399999999999999
2019-07-30,1.2,7.0,30.3,23.9,15.9,3.8,7584.78,Makurdi,Benue,7.7337,8.5227,1,0,27.799999999999986,58.89999999999999,109.0,5873.89,4304.27,6.400000000000002
2019-07-31,1.9,14.0,31.1,23.9,12.6,4.23,6869.68,Makurdi,Benue,7.7337,8.5227,1,0,11.699999999999985,59.699999999999996,110.9,7584.78,4527.97,7.200000000000003
2019-08-01,0.2,2.0,29.5,24.6,13.1,3.16,5726.96,Makurdi,Benue,7.7337,8.5227,1,0,3.2999999999999856,41.79999999999999,98.89999999999999,6869.68,5873.89,4.899999999999999
2019-08-02,8.1,19.0,28.2,23.8,12.6,2.92,4964.92,Makurdi,Benue,7.7337,8.5227,1,0,10.199999999999985,38.79999999999999,92.0,5726.96,7584.78,4.399999999999999
2019-08-03,1.7,8.0,29.1,23.2,12.6,3.68,4633.47,Makurdi,Benue,7.7337,8.5227,1,0,9.999999999999984,39.699999999999996,90.7,4964.92,6869.68,5.900000000000002
2019-08-04,0.1,1.0,30.7,23.3,12.9,4.72,4644.15,Makurdi,Benue,7.7337,8.5227,1,0,9.899999999999986,21.799999999999994,90.8,4633.47,5726.96,7.399999999999999
2019-08-05,5.2,21.0,27.6,23.8,12.6,2.31,4590.98,Makurdi,Benue,7.7337,8.5227,1,0,6.999999999999986,18.39999999999999,85.10000000000001,4644.15,4964.92,3.8000000000000007
2019-08-06,9.0,18.0,28.9,23.6,11.9,3.46,4455.56,Makurdi,Benue,7.7337,8.5227,1,0,14.299999999999986,26.199999999999996,85.10000000000001,4590.98,4633.47,5.299999999999997
2019-08-07,9.9,20.0,29.5,23.5,14.0,3.09,4486.45,Makurdi,Benue,7.7337,8.5227,1,0,24.099999999999987,34.19999999999999,93.89999999999999,4455.56,4644.15,6.0
2019-08-08,50.7,22.0,25.9,23.0,12.3,1.17,5068.91,Makurdi,Benue,7.7337,8.5227,1,0,69.6,84.69999999999999,126.5,4486.45,4590.98,2.8999999999999986
2019-08-09,16.6,18.0,26.5,22.7,10.7,2.06,6108.42,Makurdi,Benue,7.7337,8.5227,1,0,77.19999999999999,93.19999999999999,132.0,5068.91,4455.56,3.8000000000000007
2019-08-10,1.8,10.0,29.5,22.9,14.1,3.92,6560.45,Makurdi,Benue,7.7337,8.5227,1,0,69.1,93.3,133.00000000000003,6108.42,4486.45,6.600000000000001
2019-08-11,11.2,14.0,30.3,22.6,12.6,3.59,6052.41,Makurdi,Benue,7.7337,8.5227,1,0,29.599999999999994,104.39999999999999,126.2,6560.45,5068.91,7.699999999999999
2019-08-12,14.1,13.0,28.0,22.9,14.0,2.6,5469.16,Makurdi,Benue,7.7337,8.5227,1,0,27.099999999999994,113.29999999999998,131.70000000000002,6052.41,6108.42,5.100000000000001
2019-08-13,3.9,13.0,29.1,24.0,11.8,3.55,5092.31,Makurdi,Benue,7.7337,8.5227,1,0,29.199999999999992,108.19999999999999,134.4,5469.16,6560.45,5.100000000000001
2019-08-14,0.9,6.0,29.8,23.4,12.4,3.88,4840.72,Makurdi,Benue,7.7337,8.5227,1,0,18.89999999999999,99.2,133.4,5092.31,6052.41,6.400000000000002
2019-08-15,3.1,6.0,29.6,24.5,14.8,3.08,4622.81,Makurdi,Benue,7.7337,8.5227,1,0,7.899999999999993,51.599999999999994,136.29999999999998,4840.72,5469.16,5.100000000000001
2019-08-16,8.4,14.0,29.2,23.9,11.6,2.9,4538.42,Makurdi,Benue,7.7337,8.5227,1,0,12.399999999999993,43.39999999999999,136.6,4622.81,5092.31,5.300000000000001
2019-08-17,4.0,15.0,28.5,23.2,8.0,2.8,4708.77,Makurdi,Benue,7.7337,8.5227,1,0,15.499999999999993,45.599999999999994,138.9,4538.42,4840.72,5.300000000000001
2019-08-18,10.7,19.0,28.6,23.6,10.3,3.39,4964.92,Makurdi,Benue,7.7337,8.5227,1,0,23.099999999999994,45.099999999999994,149.50000000000003,4708.77,4622.81,5.0
2019-08-19,13.0,14.0,28.0,23.2,16.1,2.85,5151.29,Makurdi,Benue,7.7337,8.5227,1,0,27.699999999999992,43.99999999999999,157.3,4964.92,4538.42,4.800000000000001
2019-08-20,2.3,14.0,29.2,23.2,11.0,3.66,5307.84,Makurdi,Benue,7.7337,8.5227,1,0,25.999999999999993,42.39999999999999,150.6,5151.29,4708.77,6.0
2019-08-21,0.7,6.0,29.0,23.8,10.9,2.81,5481.77,Makurdi,Benue,7.7337,8.5227,1,0,15.999999999999993,42.199999999999996,141.4,5307.84,4964.92,5.199999999999999
2019-08-22,3.9,9.0,28.1,23.5,13.8,3.0,5545.26,Makurdi,Benue,7.7337,8.5227,1,0,6.899999999999992,42.99999999999999,94.60000000000001,5481.77,5151.29,4.600000000000001
2019-08-23,9.7,21.0,27.9,23.2,10.8,2.71,5661.39,Makurdi,Benue,7.7337,8.5227,1,0,14.299999999999992,44.3,87.7,5545.26,5307.84,4.699999999999999
2019-08-24,13.8,19.0,27.1,22.8,10.5,2.02,6530.31,Makurdi,Benue,7.7337,8.5227,1,0,27.39999999999999,54.099999999999994,99.7,5661.39,5481.77,4.300000000000001
2019-08-25,2.2,8.0,27.5,22.8,10.6,2.69,7532.56,Makurdi,Benue,7.7337,8.5227,1,0,25.699999999999996,45.599999999999994,90.7,6530.31,5545.26,4.699999999999999
2019-08-26,14.9,17.0,27.9,22.5,9.0,2.73,7412.1,Makurdi,Benue,7.7337,8.5227,1,0,30.89999999999999,47.49999999999999,91.5,7532.56,5661.39,5.399999999999999
2019-08-27,5.3,12.0,28.0,22.8,9.2,2.89,7210.08,Makurdi,Benue,7.7337,8.5227,1,0,22.39999999999999,50.49999999999999,92.9,7412.1,6530.31,5.199999999999999
2019-08-28,7.8,12.0,27.5,23.0,10.7,2.95,7193.49,Makurdi,Benue,7.7337,8.5227,1,0,27.999999999999993,57.599999999999994,99.8,7210.08,7532.56,4.5
2019-08-29,2.3,10.0,30.1,23.4,8.3,3.79,7344.14,Makurdi,Benue,7.7337,8.5227,1,0,15.399999999999991,55.99999999999999,99.0,7193.49,7412.1,6.700000000000003
2019-08-30,3.5,9.0,29.5,23.6,9.6,3.85,7549.92,Makurdi,Benue,7.7337,8.5227,1,0,13.59999999999999,49.8,94.1,7344.14,7210.08,5.899999999999999
2019-08-31,16.8,18.0,29.3,23.5,14.9,2.71,7672.61,Makurdi,Benue,7.7337,8.5227,1,0,22.599999999999994,52.8,106.89999999999999,7549.92,7193.49,5.800000000000001
2019-09-01,6.7,14.0,29.2,23.0,13.6,2.89,7779.37,Makurdi,Benue,7.7337,8.5227,1,0,26.99999999999999,57.29999999999999,102.9,7672.61,7344.14,6.199999999999999
2019-09-02,9.9,12.0,28.6,23.4,9.6,2.96,7515.23,Makurdi,Benue,7.7337,8.5227,1,0,33.39999999999999,52.3,99.80000000000001,7779.37,7549.92,5.200000000000003
2019-09-03,8.3,12.0,30.9,23.1,8.8,3.61,7226.7,Makurdi,Benue,7.7337,8.5227,1,0,24.89999999999999,55.3,105.8,7515.23,7672.61,7.799999999999997
2019-09-04,4.7,12.0,30.4,23.5,12.2,3.7,7176.94,Makurdi,Benue,7.7337,8.5227,1,0,22.89999999999999,52.199999999999996,109.80000000000001,7226.7,7779.37,6.899999999999999
2019-09-05,9.0,17.0,27.8,23.7,9.6,2.04,7497.94,Makurdi,Benue,7.7337,8.5227,1,0,21.99999999999999,58.89999999999999,114.9,7176.94,7515.23,4.100000000000001
2019-09-06,0.8,5.0,30.2,24.0,11.0,3.15,7815.28,Makurdi,Benue,7.7337,8.5227,1,0,14.49999999999999,56.199999999999996,106.0,7497.94,7226.7,6.199999999999999
2019-09-07,2.5,7.0,30.0,23.9,9.2,4.11,7654.97,Makurdi,Benue,7.7337,8.5227,1,0,12.29999999999999,41.89999999999999,94.7,7815.28,7176.94,6.100000000000001
2019-09-08,13.2,17.0,29.4,24.0,13.3,2.89,7584.78,Makurdi,Benue,7.7337,8.5227,1,0,16.49999999999999,48.39999999999999,105.7,7654.97,7497.94,5.399999999999999
2019-09-09,5.8,11.0,28.5,23.5,11.4,2.96,7532.56,Makurdi,Benue,7.7337,8.5227,1,0,21.49999999999999,44.29999999999999,96.60000000000001,7584.78,7815.28,5.0
2019-09-10,4.9,16.0,27.2,23.2,9.9,2.51,7429.19,Makurdi,Benue,7.7337,8.5227,1,0,23.899999999999988,40.89999999999999,96.2,7532.56,7654.97,4.0
2019-09-11,9.8,16.0,29.7,23.2,12.8,2.87,8071.35,Makurdi,Benue,7.7337,8.5227,1,0,20.49999999999999,45.999999999999986,98.2,7429.19,7584.78,6.5
2019-09-12,0.8,5.0,30.5,23.1,9.4,4.19,8993.98,Makurdi,Benue,7.7337,8.5227,1,0,15.49999999999999,37.79999999999999,96.7,8071.35,7532.56,7.399999999999999
2019-09-13,3.6,13.0,31.0,24.3,12.5,4.25,8850.16,Makurdi,Benue,7.7337,8.5227,1,0,14.19999999999999,40.599999999999994,96.8,8993.98,7429.19,6.699999999999999
2019-09-14,23.1,19.0,29.0,24.0,9.6,2.34,8668.62,Makurdi,Benue,7.7337,8.5227,1,0,27.499999999999993,61.199999999999996,103.10000000000001,8850.16,8071.35,5.0
2019-09-15,5.7,14.0,27.6,23.2,10.5,2.86,9417.9,Makurdi,Benue,7.7337,8.5227,1,0,32.39999999999999,53.7,102.10000000000001,8668.62,8993.98,4.400000000000002
2019-09-16,4.1,13.0,30.0,24.0,9.6,3.68,9505.05,Makurdi,Benue,7.7337,8.5227,1,0,32.89999999999999,51.99999999999999,96.3,9417.9,8850.16,6.0
2019-09-17,1.8,12.0,30.2,23.8,8.0,4.09,8891.01,Makurdi,Benue,7.7337,8.5227,1,0,11.599999999999989,48.9,89.8,9505.05,8668.62,6.399999999999999
2019-09-18,10.1,16.0,28.9,24.1,10.6,2.14,9483.18,Makurdi,Benue,7.7337,8.5227,1,0,15.99999999999999,49.19999999999999,95.2,8891.01,9417.9,4.799999999999997
2019-09-19,1.1,9.0,29.6,23.8,12.1,2.95,11039.79,Makurdi,Benue,7.7337,8.5227,1,0,12.999999999999988,49.49999999999999,87.3,9483.18,9505.05,5.800000000000001
2019-09-20,0.6,4.0,31.0,24.4,6.0,3.37,10350.42,Makurdi,Benue,7.7337,8.5227,1,0,11.799999999999986,46.49999999999999,87.10000000000001,11039.79,8891.01,6.600000000000001
2019-09-21,2.7,3.0,31.4,24.4,13.1,4.4,9245.98,Makurdi,Benue,7.7337,8.5227,1,0,4.399999999999988,26.099999999999994,87.3,10350.42,9483.18,7.0
2019-09-22,0.1,1.0,30.6,23.5,10.7,2.93,8569.38,Makurdi,Benue,7.7337,8.5227,1,0,3.399999999999988,20.499999999999993,74.2,9245.98,11039.79,7.100000000000001
2019-09-23,3.2,8.0,30.3,24.6,12.6,3.76,8127.31,Makurdi,Benue,7.7337,8.5227,1,0,5.999999999999988,19.59999999999999,71.60000000000001,8569.38,10350.42,5.699999999999999
2019-09-24,2.4,14.0,30.2,24.5,10.1,3.4,7743.62,Makurdi,Benue,7.7337,8.5227,1,0,5.699999999999988,20.199999999999992,69.1,8127.31,9245.98,5.699999999999999
2019-09-25,2.2,7.0,30.0,24.2,15.2,3.42,7446.32,Makurdi,Benue,7.7337,8.5227,1,0,7.799999999999988,12.299999999999994,61.5,7743.62,8569.38,5.800000000000001
2019-09-26,7.9,11.0,30.0,24.0,13.0,2.79,7327.25,Makurdi,Benue,7.7337,8.5227,1,0,12.499999999999988,19.099999999999994,68.60000000000001,7446.32,8127.31,6.0
2019-09-27,13.5,11.0,29.4,23.6,11.8,2.66,7293.57,Makurdi,Benue,7.7337,8.5227,1,0,23.599999999999987,31.999999999999993,78.50000000000001,7327.25,7743.62,5.799999999999997
2019-09-28,0.0,0.0,30.4,23.3,15.3,3.53,7761.47,Makurdi,Benue,7.7337,8.5227,1,0,21.399999999999988,29.299999999999994,55.4,7293.57,7446.32,7.099999999999998
2019-09-29,3.0,10.0,29.4,23.0,13.5,2.93,8108.61,Makurdi,Benue,7.7337,8.5227,1,0,16.499999999999986,32.19999999999999,52.699999999999996,7761.47,7327.25,6.399999999999999
2019-09-30,7.7,15.0,30.2,23.3,13.5,3.9,7532.56,Makurdi,Benue,7.7337,8.5227,1,0,10.699999999999989,36.699999999999996,56.300000000000004,8108.61,7293.57,6.899999999999999
2019-10-01,4.3,11.0,27.9,23.8,10.4,2.26,7029.72,Makurdi,Benue,7.7337,8.5227,1,0,14.999999999999988,38.599999999999994,58.8,7532.56,7761.47,4.099999999999998
2019-10-02,1.5,5.0,29.4,23.1,10.5,3.27,7013.55,Makurdi,Benue,7.7337,8.5227,1,0,13.499999999999988,37.89999999999999,50.2,7029.72,8108.61,6.299999999999997
2019-10-03,2.0,10.0,27.0,23.6,10.8,1.7,7193.49,Makurdi,Benue,7.7337,8.5227,1,0,7.799999999999987,31.999999999999993,51.1,7013.55,7532.56,3.3999999999999986
2019-10-04,2.7,8.0,30.0,23.2,10.5,3.66,7637.36,Makurdi,Benue,7.7337,8.5227,1,0,6.199999999999988,21.199999999999992,53.2,7193.49,7029.72,6.800000000000001
2019-10-05,8.0,6.0,29.7,23.6,11.3,3.91,8071.35,Makurdi,Benue,7.7337,8.5227,1,0,12.699999999999989,29.199999999999992,58.5,7637.36,7013.55,6.099999999999998
2019-10-06,8.0,14.0,29.5,23.6,7.6,2.85,8015.78,Makurdi,Benue,7.7337,8.5227,1,0,18.69999999999999,34.19999999999999,66.39999999999999,8071.35,7193.49,5.899999999999999
2019-10-07,8.5,14.0,29.3,22.7,10.1,2.86,7833.3,Makurdi,Benue,7.7337,8.5227,1,0,24.49999999999999,34.99999999999999,71.7,8015.78,7637.36,6.600000000000001
2019-10-08,9.9,15.0,27.1,23.2,13.4,2.05,7743.62,Makurdi,Benue,7.7337,8.5227,1,0,26.39999999999999,40.599999999999994,79.2,7833.3,8071.35,3.900000000000002
2019-10-09,7.4,15.0,29.1,23.5,8.3,2.69,7869.46,Makurdi,Benue,7.7337,8.5227,1,0,25.79999999999999,46.49999999999999,84.39999999999999,7743.62,8015.78,5.600000000000001
